sid,isb,search,title,dizhi,lng,lat,similarity,name,district,fLng,fLat,followerCount,_id,fAddress
VXIRCZ2HAH,宁波小区,宁波小区,[黄浦] 宁波小区,宁波路120弄,121.484702,31.239886,0.6,宁波小区,黄浦,121.4910984,31.24560522,103,60194b5a7e3a052fd4977317,宁波路120弄
,____,,______,,,,0,福州大楼,黄浦,121.494143,31.240634,102,60194b5b7e3a052fd4977319,"江西中路170号, 福州路107号"
4WH9AKXPUI,松柏公寓,松柏公寓,[黄浦] 松柏公寓,北京东路431弄,121.482158,31.23967,0.6,松柏公寓,黄浦,121.4887598,31.24538027,122,60194b5d7e3a052fd497731c,北京东路431弄
,____,,______,,,,0,同兴大楼,黄浦,121.485559,31.238656,115,60194b5d7e3a052fd497731e,福州路614弄
IXSCSM900E,天赐景城,天赐景城,[崇明] 天赐景城,玉环路98弄,121.412002,31.630134,0,天赐公寓,黄浦,121.4897699,31.23786877,151,60194b5e7e3a052fd4977320,广东路429号
KUBE3RRC5H,山北小区,山北小区,[黄浦] 山北小区,河南中路575弄,121.483062,31.239987,0.6,山北小区,黄浦,121.4895066,31.24560401,166,60194b5e7e3a052fd4977322,河南中路575弄1-11号
IOPVLZ8EDW,中复小区,中复小区,[黄浦] 中复小区,"中华路211弄,东街162弄",121.498554,31.221477,0.6,中福世福汇,黄浦,121.4908481,31.23921038,206,60194b5e7e3a052fd4977324,山东中路33号
IOPVLZ8EDW,中复小区,中复小区,[黄浦] 中复小区,"中华路211弄,东街162弄",121.498554,31.221477,0.6,中福大厦,黄浦,121.4845566,31.24064953,229,60194b617e3a052fd497732d,九江路619号
V32RGOPOIF,河畔明珠公寓,河畔明珠公寓,[黄浦] 河畔明珠公寓,南苏州路877弄,121.475272,31.240798,0.5,河畔明珠,黄浦,121.48178,31.246901,538,60194b617e3a052fd497732f,南苏州路877弄
ZLAEMJUVOQ,怡水豪庭,怡水豪庭,[黄浦] 怡水豪庭,南苏州路933号(近西藏中路),121.474666,31.240636,0.6,怡水豪庭,黄浦,121.481226,31.24658,639,60194b627e3a052fd4977331,南苏州路933号
462EM6MBWC,水景苑,水景苑,[黄浦] 水景苑,新闸路166号,121.470605,31.238626,0.6666666666666666,汇金大厦,黄浦,121.4866467,31.24084382,23,60194b537e3a052fd49772fb,汉口路515号
,____,,______,,,,0,五福里,黄浦,121.4813862,31.2438209,22,60194b537e3a052fd49772fd,北京东路819弄
DWD8O5WTM7,昭通小区,昭通小区,[黄浦] 昭通小区,"广东路300弄,广东路322弄",121.485354,31.233364,0.6,昭通路17-73号,黄浦,121.492122,31.239595,24,60194b557e3a052fd49772ff,"昭通路17号, 昭通路25号, 昭通路31号, 昭通路43号, 昭通路59号, 昭通路61号, 昭通路73号"
WCVNDWVZMN,佳源上海小城,佳源上海小城,[奉贤] 佳源上海小城,港佳路299号,121.736307,30.931983,0,上海小楼,黄浦,121.492469,31.245959,24,60194b567e3a052fd4977302,江西中路374弄
Z7PCO8TKUZ,北京里,北京里,[黄浦] 北京里,北京东路288弄,121.483996,31.241233,0.6666666666666666,北京东路375-395号,黄浦,121.489271,31.245894,25,60194b567e3a052fd4977305,"北京东路375号, 北京东路385号, 北京东路395号, 北京东路389号"
UIWVAPHKXV,宁馨小区,宁馨小区,[静安] 宁馨小区,共和新路2301弄,121.453524,31.278128,0,宁新小区,黄浦,121.4885305,31.24618368,29,60194b567e3a052fd4977308,宁波路201号
JYTLPQQZTJ,中信和平家园,中信和平家园,[虹口] 中信和平家园,天宝路558弄,121.498029,31.268498,0,中信福申大楼,黄浦,121.488478,31.237224,46,60194b577e3a052fd497730d,湖北路20号
ULDRZXGLFQ,恒丰里,恒丰里,[虹口] 恒丰里,山阴路69弄,121.486248,31.26519,0,恒丰大楼(黄浦),黄浦,121.491826,31.247472,45,60194b597e3a052fd4977311,"江西中路452号, 江西中路450号, 江西中路454号"
JA1LW7AHVB,银河公寓,银河公寓,[黄浦] 银河公寓,山东北路83号,121.481921,31.240263,0.6,银河公寓,黄浦,121.4886078,31.2461243,52,60194b597e3a052fd4977313,山东北路83号
GKZQCTHGUK,山西小区,山西小区,[黄浦] 山西小区,福州路384弄,121.482865,31.234529,0.6,山西小区,黄浦,121.4893449,31.24020295,69,60194b5a7e3a052fd4977315,"福州路384弄,汉口路415号,汉口路429弄,汉口路439号"
NBP3PR7WUT,蒙自路440弄小区,蒙自路440弄小区,[黄浦] 蒙自路440弄小区,蒙自路440弄,121.478846,31.202098,0.4,蒙自路440弄,黄浦,121.485582,31.208329,146,60194b997e3a052fd49773ee,蒙自路440弄
QVWCD9B4MC,蒙自路395弄小区,蒙自路395弄小区,[黄浦] 蒙自路395弄小区,蒙自路395弄,121.479636,31.202727,0.4,蒙自路345弄,黄浦,121.4852796,31.21007402,149,60194b997e3a052fd49773f0,蒙自路345弄
2TRBEMIU1V,百汇公寓,百汇公寓,[黄浦] 百汇公寓,陆家浜路468弄,121.497754,31.210631,0.6,百汇大厦,黄浦,121.486817,31.215803,160,60194b9a7e3a052fd49773f2,徐家汇路101号
YBUU55S3AX,瞿溪路904弄小区,瞿溪路904弄小区,[黄浦] 瞿溪路904弄小区,瞿溪路904弄,121.479231,31.199873,0.4,瞿溪路904弄,黄浦,121.485248,31.20574638,150,60194b9a7e3a052fd49773f4,"瞿溪路904弄, 瞿溪路882号, 瞿溪路884号, 瞿溪路886号, 瞿溪路888号"
XEYHXMZP5Z,怡绿公寓,怡绿公寓,[黄浦] 怡绿公寓,五里桥路210弄,121.480753,31.203656,0.6,怡绿公寓,黄浦,121.4875698,31.20948222,174,60194b9d7e3a052fd49773fd,五里桥路210弄
UM334HGQCG,顺风公寓,顺风公寓,[黄浦] 顺风公寓,丽园路866弄,121.475614,31.206102,0.6,顺风公寓,黄浦,121.482067,31.212181,172,60194b9d7e3a052fd49773ff,丽园路866弄1-5号
BBNW5SMVN3,丽丽小区,丽丽小区,[黄浦] 丽丽小区,斜土路145弄,121.481926,31.206349,0.6,丽丽小区,黄浦,121.488321,31.212297,161,60194b9d7e3a052fd4977401,斜土路195弄1-12号
MXNUGSQZSP,鼎达公寓,鼎达公寓,[黄浦] 鼎达公寓,蒙自路481弄,121.479862,31.202154,0.6,鼎达公寓,黄浦,121.4861643,31.2079367,182,60194b9e7e3a052fd4977403,蒙自路481弄1-13号
I6GSKDRK3R,丽园路514弄小区,丽园路514弄小区,[黄浦] 丽园路514弄小区,丽园路514弄,121.481713,31.207186,0.4,丽园路514弄,黄浦,121.4882181,31.21337789,183,60194b9e7e3a052fd4977405,丽园路514弄
GYI3BLJ6WM,裕和公寓,裕和公寓,[黄浦] 裕和公寓,制造局路466弄,121.484082,31.204699,0.6,裕和公寓,黄浦,121.490747,31.21045,170,60194b9f7e3a052fd4977408,制造局路466弄1-3号
PXCCF4LT58,益元大楼,益元大楼,[黄浦] 益元大楼,中山南路1671号,121.494613,31.204313,0.6,益元大楼,黄浦,121.5009982,31.21018605,207,60194b657e3a052fd4977334,"中山南路1667号,中山南路1671号"
,____,,______,,,,0,雾晓大楼,黄浦,121.500783,31.209884,212,60194b657e3a052fd4977336,中山南路1701号
6DXH9FHAZZ,运泰公寓,运泰公寓,[黄浦] 运泰公寓,"丽园路468号,丽园路488弄",121.482702,31.20766,0.6,运泰公寓,黄浦,121.488819,31.213753,270,60194b667e3a052fd4977338,丽园路488弄
EOP7FWRQNO,佳达新苑,佳达新苑,[长宁] 佳达新苑,延安西路1235弄,121.427253,31.211095,0,达新大楼,黄浦,121.487016,31.211121,91,60194b677e3a052fd497733b,"斜土路270号,斜土路280号"
DVKAWKBEAE,中山南路1726弄小区,中山南路1726弄小区,[黄浦] 中山南路1726弄小区,中山南路1726弄,121.493305,31.204368,0.35294117647058826,中山南路1826号,黄浦,121.496446,31.20852,,60194b687e3a052fd497733d,中山南路1826号
KDVBVWOBIZ,丽园路574弄小区,丽园路574弄小区,[黄浦] 丽园路574弄小区,丽园路574弄,121.48122,31.207007,0.4,丽园路879号,黄浦,121.482204,31.21258193,3,60194b697e3a052fd497733f,丽园路879号
QVWCD9B4MC,蒙自路395弄小区,蒙自路395弄小区,[黄浦] 蒙自路395弄小区,蒙自路395弄,121.479636,31.202727,0.4,蒙自路570号,黄浦,121.486653,31.205987,,60194b6a7e3a052fd4977342,蒙自路570号
JHCHSDN01I,斜土路330弄小区,斜土路330弄小区,[黄浦] 斜土路330弄小区,斜土路330弄,121.479193,31.204335,0.4,斜土路31号,黄浦,121.49082513939,31.212677119484,,60194b6b7e3a052fd497734a,斜土路31号
SLNKSZMM6R,局门路405弄小区,局门路405弄小区,[黄浦] 局门路405弄小区,局门路405弄,121.482276,31.204232,0.4,局门路225弄,黄浦,121.487494,31.212102,,60194b6b7e3a052fd497734c,局门路225弄
5VDK5U3RMY,徐家汇景福苑,徐家汇景福苑,[徐汇] 徐家汇景福苑,肇嘉浜路688弄,121.448635,31.19997,0,徐家汇路523号,黄浦,121.48065835457,31.21434379581,,60194b6b7e3a052fd497734e,徐家汇路523号
LGO6R2TOXF,蒙自路430弄小区,蒙自路430弄小区,[黄浦] 蒙自路430弄小区,蒙自路430弄,121.478575,31.202774,0.4,蒙自路430弄,黄浦,121.4854426,31.20838081,52,60194b837e3a052fd497739f,蒙自路430弄
2YZH1UUVIB,瞿溪路1003弄小区,瞿溪路1003弄小区,[黄浦] 瞿溪路1003弄小区,瞿溪路1003弄,121.477224,31.199752,0.375,瞿溪路1003弄,黄浦,121.4838886,31.20540084,57,60194b837e3a052fd49773a1,瞿溪路1003弄
KDVBVWOBIZ,丽园路574弄小区,丽园路574弄小区,[黄浦] 丽园路574弄小区,丽园路574弄,121.48122,31.207007,0.4,丽园路694弄,黄浦,121.4862541,31.21252225,71,60194b847e3a052fd49773a3,丽园路694弄
34NQ26JX9E,斜土路556弄小区,斜土路556弄小区,[黄浦] 斜土路556弄小区,斜土路556弄,121.4759,31.202572,0.4,斜土路520-540号,黄浦,121.4830133,31.20908538,89,60194b847e3a052fd49773a5,"斜土路520号, 斜土路530号, 斜土路540号"
34NQ26JX9E,斜土路556弄小区,斜土路556弄小区,[黄浦] 斜土路556弄小区,斜土路556弄,121.4759,31.202572,0.4,斜土路262弄,黄浦,121.487265,31.21107538,80,60194b847e3a052fd49773a8,斜土路262弄
WJSIUVHHZ5,丽园路710弄小区,丽园路710弄小区,[黄浦] 丽园路710弄小区,丽园路710弄,121.479457,31.206484,0.4,丽园路710弄,黄浦,121.485689,31.212251,80,60194b867e3a052fd49773aa,丽园路710弄
JHCHSDN01I,斜土路330弄小区,斜土路330弄小区,[黄浦] 斜土路330弄小区,斜土路330弄,121.479193,31.204335,0.4,斜土路330弄,黄浦,121.486192,31.21053274,83,60194b877e3a052fd49773ac,斜土路330弄
KQ8XSDN7HT,华电公寓,华电公寓,[黄浦] 华电公寓,蒙自路255号,121.478639,31.204856,0.6,华电公寓,黄浦,121.485171,31.210717,84,60194b877e3a052fd49773ae,蒙自路255号
DVKAWKBEAE,中山南路1726弄小区,中山南路1726弄小区,[黄浦] 中山南路1726弄小区,中山南路1726弄,121.493305,31.204368,0.35294117647058826,中山南路1832号,黄浦,121.496337,31.208078,,60194b887e3a052fd49773b2,中山南路1832号
QVWCD9B4MC,蒙自路395弄小区,蒙自路395弄小区,[黄浦] 蒙自路395弄小区,蒙自路395弄,121.479636,31.202727,0.4,蒙自路737号,黄浦,121.48816858203,31.203913251642,,60194b887e3a052fd49773b6,蒙自路737号301室
,____,,______,,,,0,联海小区,黄浦,121.487699,31.209748,29,60194b7b7e3a052fd4977383,五里桥路188弄
JHCHSDN01I,斜土路330弄小区,斜土路330弄小区,[黄浦] 斜土路330弄小区,斜土路330弄,121.479193,31.204335,0.4,斜土路338-368号,黄浦,121.485632,31.210367,32,60194b7c7e3a052fd4977385,"斜土路338号, 斜土路352号, 斜土路356号, 斜土路368号"
RTWP1TJOY4,斜土路550弄小区,斜土路550弄小区,[黄浦] 斜土路550弄小区,斜土路550弄,121.476476,31.203058,0.4,斜土路550弄,黄浦,121.4825491,31.20895072,32,60194b7c7e3a052fd4977387,斜土路550弄
0BIOT9CUGH,张江东区人才公寓,张江东区人才公寓,[浦东] 张江东区人才公寓,胜利路836号,121.702342,31.246482,0,人才大厦,黄浦,121.483648,31.209156,37,60194b7c7e3a052fd4977389,斜土路500号
HJ7I9EUZ7P,局门路573弄小区,局门路573弄小区,[黄浦] 局门路573弄小区,局门路573弄,121.483007,31.20137,0.4,局门路573弄,黄浦,121.4895139,31.2069545,35,60194b7d7e3a052fd497738b,局门路573弄
2GYAGP6LSD,明珠家园(瞿溪路),明珠家园(瞿溪路),[黄浦] 明珠家园(瞿溪路),瞿溪路501弄,121.487336,31.202746,0.4,瞿溪路680弄,黄浦,121.4902373,31.20762712,41,60194b7f7e3a052fd4977394,瞿溪路680弄
QVWCD9B4MC,蒙自路395弄小区,蒙自路395弄小区,[黄浦] 蒙自路395弄小区,蒙自路395弄,121.479636,31.202727,0.4,蒙自路380弄,黄浦,121.4854079,31.20894153,39,60194b7f7e3a052fd4977396,蒙自路380弄
,____,,______,,,,0,制造局路370弄,黄浦,121.490982,31.212112,45,60194b807e3a052fd4977398,"制造局路370弄, 斜土路2号, 斜土路12号, 斜土路22号"
,____,,______,,,,0,重矿大厦,黄浦,121.489434,31.205649,48,60194b807e3a052fd497739a,局门路620号
AA9RAYYMZ7,安佳公寓,安佳公寓,[黄浦] 安佳公寓,五里桥路269弄,121.480046,31.203909,0.6,安佳公寓,黄浦,121.4862413,31.20964788,49,60194b817e3a052fd497739d,五里桥路235弄
QVWCD9B4MC,蒙自路395弄小区,蒙自路395弄小区,[黄浦] 蒙自路395弄小区,蒙自路395弄,121.479636,31.202727,0.4,蒙自路763号,黄浦,121.48913,31.202443,1,60194b897e3a052fd49773bb,蒙自路763号
KAGP6LSFCJ,龙华路1837弄,龙华路1837弄,[徐汇] 龙华路1837弄,龙华路1837弄,121.455271,31.184936,0,龙华路249号,黄浦,121.4903864003,31.202344977331,1,60194b8a7e3a052fd49773bd,龙华路249号
Q4UT56FEQQ,中山南一路1043弄小区,中山南一路1043弄小区,[黄浦] 中山南一路1043弄小区,中山南一路1043弄,121.472605,31.196228,0.3333333333333333,中山南一路300号,黄浦,121.4925896232,31.205728762929,2,60194b8b7e3a052fd49773c0,中山南一路300号
,____,,______,,,,0,海外滩中心,黄浦,121.479035,31.198782,2,60194b8c7e3a052fd49773c2,"龙华东路818号, 龙华东路858号, 龙华东路868号"
KEHMS3HGK8,瀛通金鳌山公寓,瀛通金鳌山公寓,[崇明] 瀛通金鳌山公寓,翠竹路1388弄,121.432247,31.624841,0,瀛通绿地大厦,黄浦,121.4785117,31.19799148,3,60194b8c7e3a052fd49773c4,"开平路88号,日晖东路555号"
KAHPOACTNG,爱心公寓,爱心公寓,[黄浦] 爱心公寓,蒙自路440弄,121.478269,31.202016,0.6,爱心公寓,黄浦,121.484976,31.208143,101,60194b8d7e3a052fd49773c6,蒙自路440弄10-15号
HO6GJFTGM2,高城苑,高城苑,[黄浦] 高城苑,丽园路448弄,121.483106,31.208231,0.6666666666666666,高城苑,黄浦,121.48972,31.214026,93,60194b8e7e3a052fd49773c9,丽园路448弄
W9HJLD91NA,五里桥路260弄小区,五里桥路260弄小区,[黄浦] 五里桥路260弄小区,五里桥路260弄,121.480031,31.203342,0.375,五里桥路260弄,黄浦,121.486585,31.209213,103,60194b8f7e3a052fd49773cb,"五里桥路260弄, 五里桥路252号, 五里桥路254号, 五里桥路256号, 五里桥路258号, 五里桥路262号"
PLQMRS0L3X,局三小区,局三小区,[黄浦] 局三小区,制造局路646弄,121.484832,31.201901,0.6,局三小区,黄浦,121.4918731,31.20765553,99,60194b8f7e3a052fd49773cd,制造局路646弄
BF7MGXANRW,白云公寓,白云公寓,[黄浦] 白云公寓,斜土路468号,121.47742,31.203468,0.6,白云公寓,黄浦,121.484051,31.20941,99,60194b907e3a052fd49773cf,斜土路468号
,____,,______,,,,0,制造局后街24-28号,黄浦,121.488848,31.215911,100,60194b917e3a052fd49773d1,"制造局后街28号, 制造局后街24号, 制造局后街26号"
1JJJ7K3BEB,黄浦原水小区,黄浦原水小区,[黄浦] 黄浦原水小区,制造局路208弄,121.483612,31.208049,0.5,原水小区(制造局路208弄),黄浦,121.490118,31.213688,110,60194b927e3a052fd49773d3,制造局路208弄
KDVBVWOBIZ,丽园路574弄小区,丽园路574弄小区,[黄浦] 丽园路574弄小区,丽园路574弄,121.48122,31.207007,0.4,丽园路574弄,黄浦,121.487717,31.212884,119,60194b937e3a052fd49773db,"丽园路574弄, 丽园路546号, 丽园路554号, 丽园路558号, 丽园路570号, 丽园路572号"
,____,,______,,,,0,海乾公寓,黄浦,121.4885229,31.21238732,108,60194b947e3a052fd49773de,斜土路145弄
W9HJLD91NA,五里桥路260弄小区,五里桥路260弄小区,[黄浦] 五里桥路260弄小区,五里桥路260弄,121.480031,31.203342,0.375,五里桥路269弄,黄浦,121.4859808,31.20924491,120,60194b947e3a052fd49773e0,五里桥路269弄
7KM19X2JIK,城申公寓,城申公寓,[黄浦] 城申公寓,丽园路502号,121.481975,31.20756,0.6,城申公寓,黄浦,121.48861,31.21339,112,60194b957e3a052fd49773e3,丽园路502号
LITPECJD4F,正达小区,正达小区,[黄浦] 正达小区,局门路361弄,121.482137,31.204448,0.6,正达公寓,黄浦,121.488994,31.21027,132,60194b957e3a052fd49773e5,局门路361弄
2GYAGP6LSD,明珠家园(瞿溪路),明珠家园(瞿溪路),[黄浦] 明珠家园(瞿溪路),瞿溪路501弄,121.487336,31.202746,0.4,瞿溪路830弄,黄浦,121.487083,31.20607,122,60194b957e3a052fd49773e7,"瞿溪路830弄, 瞿溪路838号, 瞿溪路846号, 瞿溪路852号"
7TGUFXT9JL,斜土路486弄小区,斜土路486弄小区,[黄浦] 斜土路486弄小区,斜土路486弄,121.477522,31.202523,0.4,斜土路486弄,黄浦,121.4837609,31.20924915,132,60194b987e3a052fd49773e9,斜土路486弄
SLNKSZMM6R,局门路405弄小区,局门路405弄小区,[黄浦] 局门路405弄小区,局门路405弄,121.482276,31.204232,0.4,局门路405弄,黄浦,121.4885269,31.20974509,126,60194b987e3a052fd49773eb,局门路405弄
FLOWMOPEBN,中福花苑1期中福青年汇,中福花苑1期中福青年汇,[黄浦] 中福花苑1期中福青年汇,海潮路23号,121.498879,31.210623,0.35294117647058826,中福花苑,黄浦,121.505573,31.216381,3043,60194b4b7e3a052fd49772de,"海潮路3号,海潮路33号,海潮路93弄,陆家浜路388号,陆家浜路418号"
582HBNW6XY,汉口小区,汉口小区,[黄浦] 汉口小区,九江路218弄,121.486027,31.237139,0.6,汉口路407号,黄浦,121.4891972,31.24079892,17,60194b4d7e3a052fd49772e7,汉口路407号
NE9N4FS8PL,陕西南路186弄小区,陕西南路186弄小区,[徐汇] 陕西南路186弄小区,陕西南路186弄,121.457084,31.219138,0,山西南路31弄,黄浦,121.4897955,31.24063412,16,60194b4e7e3a052fd49772e9,山西南路31弄
GXHQBBWDXY,大众花苑,大众花苑,[杨浦] 大众花苑,政立路775弄,121.497617,31.308426,0,大中华小区,黄浦,121.4833993,31.23745402,19,60194b4e7e3a052fd49772eb,西藏中路200号
,____,,______,,,,0,南川大楼,黄浦,121.492106,31.24888502,16,60194b4e7e3a052fd49772ed,南苏州路245号（四川中路681号）
ASUPQC5APV,芙江小区,芙江小区,[长宁] 芙江小区,芙蓉江路62弄,121.394795,31.205408,0,福建中路195弄,黄浦,121.48921,31.237553,18,60194b4f7e3a052fd49772f0,福建中路195弄
582HBNW6XY,汉口小区,汉口小区,[黄浦] 汉口小区,九江路218弄,121.486027,31.237139,0.6,汉口路425号,黄浦,121.48891514943,31.240705252461,17,60194b507e3a052fd49772f2,汉口路425号
Z7PCO8TKUZ,北京里,北京里,[黄浦] 北京里,北京东路288弄,121.483996,31.241233,0.6666666666666666,北京东路335-355号,黄浦,121.489814,31.245979,19,60194b527e3a052fd49772f4,"北京东路335号, 北京东路345号, 北京东路355号"
WMG4QR04BH,上海大众汽车公寓,上海大众汽车公寓,[黄浦] 上海大众汽车公寓,斜土路118弄,121.482845,31.205158,0.42857142857142855,上海大楼,黄浦,121.492386,31.245605,21,60194b527e3a052fd49772f6,江西中路368号
,____,,______,,,,0,福州路646号,黄浦,121.4851407,31.23849042,21,60194b537e3a052fd49772f9,福州路646号
KDVBVWOBIZ,丽园路574弄小区,丽园路574弄小区,[黄浦] 丽园路574弄小区,丽园路574弄,121.48122,31.207007,0.4,丽园路666号,黄浦,121.4863077,31.21287448,5,60194b737e3a052fd4977366,丽园路666号
UCYEJY3PLB,局门路160弄小区,局门路160弄小区,[黄浦] 局门路160弄小区,局门路160弄,121.480318,31.206893,0.4,局门路165号,黄浦,121.4871004,31.2131756,6,60194b747e3a052fd4977368,局门路165号
KDVBVWOBIZ,丽园路574弄小区,丽园路574弄小区,[黄浦] 丽园路574弄小区,丽园路574弄,121.48122,31.207007,0.4,丽园路660号,黄浦,121.4864513,31.21289208,7,60194b747e3a052fd497736e,丽园路660号
KDVBVWOBIZ,丽园路574弄小区,丽园路574弄小区,[黄浦] 丽园路574弄小区,丽园路574弄,121.48122,31.207007,0.4,丽园路640号,黄浦,121.4868109,31.21293717,8,60194b767e3a052fd4977373,丽园路640号
UCYEJY3PLB,局门路160弄小区,局门路160弄小区,[黄浦] 局门路160弄小区,局门路160弄,121.480318,31.206893,0.4,局门路160-162号,黄浦,121.486944,31.212603,15,60194b767e3a052fd4977375,"局门路160号, 局门路162号"
XXRVLCKJOV,蒙自新村,蒙自新村,[黄浦] 蒙自新村,蒙自路490弄,121.479352,31.201059,0.6,蒙自大楼,黄浦,121.484742,31.209792,17,60194b787e3a052fd4977378,斜土路448号
34NQ26JX9E,斜土路556弄小区,斜土路556弄小区,[黄浦] 斜土路556弄小区,斜土路556弄,121.4759,31.202572,0.4,斜土支路5号,黄浦,121.4907041,31.21176759,16,60194b787e3a052fd497737a,斜土支路5号
YBUU55S3AX,瞿溪路904弄小区,瞿溪路904弄小区,[黄浦] 瞿溪路904弄小区,瞿溪路904弄,121.479231,31.199873,0.4,瞿溪路907弄,黄浦,121.485195,31.20596529,18,60194b787e3a052fd497737c,瞿溪路907弄
34NQ26JX9E,斜土路556弄小区,斜土路556弄小区,[黄浦] 斜土路556弄小区,斜土路556弄,121.4759,31.202572,0.4,斜土路556弄,黄浦,121.482479,31.208824,26,60194b787e3a052fd497737e,斜土路556弄
Q4UT56FEQQ,中山南一路1043弄小区,中山南一路1043弄小区,[黄浦] 中山南一路1043弄小区,中山南一路1043弄,121.472605,31.196228,0.3333333333333333,中山南一路447-453号,黄浦,121.4911496,31.20566276,30,60194b7b7e3a052fd4977381,"中山南一路447号, 中山南一路449号, 中山南一路451号, 中山南一路453号"
QDSTCKDSS2,东都公寓,东都公寓,[黄浦] 东都公寓,丽园路888弄,121.474812,31.206153,0.6,东都公寓,黄浦,121.481481,31.21217,324,60194bbe7e3a052fd4977475,丽园路888弄
MXT35BVU4P,瞿溪路937弄小区,瞿溪路937弄小区,[黄浦] 瞿溪路937弄小区,瞿溪路937弄,121.477809,31.199772,0.4,瞿溪路937弄,黄浦,121.483699,31.205797,338,60194bbf7e3a052fd4977477,瞿溪路937弄
QFWT91NL0Z,汝南街小区,汝南街小区,[黄浦] 汝南街小区,"汝南街70弄,汝南街路66号",121.484401,31.202439,0.5454545454545454,汝南街小区,黄浦,121.4910559,31.20805712,345,60194bc07e3a052fd4977479,"汝南街70弄1-5号, 汝南街78弄1-3号, 汝南街64号, 汝南街66号, 汝南街68号, 汝南街72号, 汝南街74号, 汝南街76号, 汝南街80号, 汝南街82号, 汝南街84号"
WMG4QR04BH,上海大众汽车公寓,上海大众汽车公寓,[黄浦] 上海大众汽车公寓,斜土路118弄,121.482845,31.205158,0.42857142857142855,大众汽车公寓,黄浦,121.489183,31.211363,375,60194bc07e3a052fd497747b,斜土路118弄
EBW642ET4V,江南世纪新苑,江南世纪新苑,[黄浦] 江南世纪新苑,局门路295弄,121.481849,31.205164,0.5,江南世纪新苑,黄浦,121.488102,31.210993,386,60194bc27e3a052fd497747e,"局门路295弄, 局门路293号"
LVLV5GXREH,海上梦苑,海上梦苑,[黄浦] 海上梦苑,蒙自路598弄,121.480038,31.199735,0.6,海上梦苑,黄浦,121.486602,31.205565,397,60194bc37e3a052fd4977480,蒙自路598弄
12P9RHVESH,桃源兴城苑北区,桃源兴城苑北区,[黄浦] 桃源兴城苑北区,南塘浜路18弄,121.477321,31.204733,0.46153846153846156,桃源兴城苑,黄浦,121.483865,31.210179,423,60194bc47e3a052fd4977482,"斜土路435弄,斜土路501弄,南塘浜路18弄"
COE2XCUHT9,复兴佳苑,复兴佳苑,[黄浦] 复兴佳苑,斜土路85弄,121.483337,31.206907,0.6,复兴佳苑,黄浦,121.489493,31.212664,433,60194bc47e3a052fd4977486,斜土路85弄
TIAY8LLCXW,盛桥一村,盛桥一村,[宝山] 盛桥一村,古莲路209临,121.403971,31.453054,0,桥一小区,黄浦,121.487565,31.208687,453,60194bc57e3a052fd497748a,局门路434弄
RBMEYTWE2C,开城新苑,开城新苑,[黄浦] 开城新苑,丽园路818弄,121.476751,31.206309,0.6,开城新苑,黄浦,121.483352,31.212161,540,60194bc77e3a052fd4977490,丽园路818弄
UBLE9TQ4OC,惠祥公寓,惠祥公寓,[黄浦] 惠祥公寓,制造局路833弄,121.487745,31.19945,0.6,惠祥公寓,黄浦,121.494018,31.205313,412,60194bd67e3a052fd49774c4,制造局路833弄19号
74PRWEPQCJ,望江苑,望江苑,[黄浦] 望江苑,高雄路185号,121.489269,31.198922,0.6666666666666666,望江苑,黄浦,121.495757,31.204693,435,60194bd77e3a052fd49774c6,高雄路189号
TDPV9PYNU2,嘉登公寓,嘉登公寓,[黄浦] 嘉登公寓,制造局路833弄,121.486869,31.199075,0.6,嘉登公寓,黄浦,121.4932388,31.20486957,494,60194bd87e3a052fd49774c8,制造局路833弄8-11号
PT2AW12HCI,欣安基公寓,欣安基公寓,[黄浦] 欣安基公寓,半淞园路585弄,121.494194,31.200125,0.5454545454545454,欣安基公寓,黄浦,121.500681,31.205542,469,60194bd97e3a052fd49774ce,半淞园路585弄
4EG9GJWDDF,精文苑,精文苑,[黄浦] 精文苑,西藏南路1639弄,121.492211,31.201402,0.6666666666666666,精文苑,黄浦,121.498754,31.206866,502,60194bd97e3a052fd49774d2,西藏南路1639弄
8D5LIARCHA,海珀日晖,海珀日晖,[黄浦] 海珀日晖,打浦路666弄,121.474006,31.192634,0.6,海珀日晖,黄浦,121.480306,31.198466,557,60194bd97e3a052fd49774d5,打浦路666弄
GKO4FFXNNU,绿地黄浦滨江,绿地黄浦滨江,[黄浦] 绿地黄浦滨江,蒙自路778弄,121.481522,31.196529,0.5,绿地黄浦滨江,黄浦,121.488119,31.203012,534,60194bda7e3a052fd49774d7,蒙自路778弄
ERUCENOKFV,越纪公寓,越纪公寓,[黄浦] 越纪公寓,中山南路1891弄,121.490878,31.201725,0.6,越纪公寓,黄浦,121.49756,31.207484,571,60194bdc7e3a052fd49774da,"中山南路1891号,中山南路1893号"
8CXJMYTQSM,瞿溪新村,瞿溪新村,[黄浦] 瞿溪新村,"瞿溪路120弄,中山南路1586弄",121.495024,31.206153,0.6,瞿溪新村,黄浦,121.501572,31.211821,585,60194bdc7e3a052fd49774dc,"瞿溪路120弄, 中山南路1586弄, 瞿溪路114号, 瞿溪路116号, 瞿溪路118号, 瞿溪路122号, 瞿溪路126号, 瞿溪路110号, 瞿溪路112号, 瞿溪路124号, 瞿溪路128号, 瞿溪路130号, 瞿溪路132号"
